ID of mobile RNA producing gene	  direction				   condition			tissue					 binomial  mobility score (max of  transcript isoforms)	total degree of penetrance across all datasets [log2(alt read count/ref read count)] (max of all transcript isoforms)	FPKM (mean across replicates)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
	PED to COL	COL to PED	shoot to root	root to shoot	FN	-N	-P	root	rosette	lower stem	upper stem	flower			 Cr*Cs	 CrCs*	 PrPs*	 Pr*Ps	  Cr*Ps	  PrCs*	  Cr*Ps -N	  Cr*Ps -P	  Pr*Cs	  CrPs*	  CrPs* -N	  CrPs* -P	 Pr*Cs FN_root	 PrCs* FN_rosette	 PrCs* FN_stemLower	 PrCs* FN_stemUpper	 PrCs* FN_flower																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G43630	PED to COL	COL to PED	shoot to root	root to shoot	FN	-N			True				1.58285E-11	-6.556036492	48.93924257	34.15527439	21.81841765	41.14937679	105.9803748	29.29463062	45.68509456	44.09964868	144.3372026	31.13724698	32.89978206	23.33856604	66.45828313	17.61789211	21.32881345	20.68008262	19.52928274																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G43760	PED to COL	COL to PED	shoot to root	root to shoot	FN			True	True	True			9.86855E-09	-7.173801156	60.46117187	80.3340849	84.98497146	86.06222797	54.33491574	97.11561226	58.98519961	51.85923678	58.95730296	106.7784474	43.54148683	66.51365372	73.37701763	83.64404949	124.6827078	100.7843587	106.9705374																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44020	PED to COL			root to shoot	FN				True				4.70461E-08	-7.198035708	59.68404026	33.57057096	227.0668279	585.8510303	116.0863523	29.32730587	66.24507993	133.3713218	154.0100662	100.7603721	23.83901559	72.21840833	232.7008707	62.43439513	71.06207959	44.49927045	39.04010582																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44030	PED to COL	COL to PED	shoot to root	root to shoot	FN			True					6.89031E-13	-7.466563644	20.42834981	54.49016073	7.184330074	46.76458684	30.33917944	119.4800437	41.99029527	31.67942806	23.64469068	7.234657207	7.005346455	8.070378572	23.39055561	12.60124313	96.12616142	81.28576461	24.33331765																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44060		COL to PED	shoot to root		FN			True					1.06842E-06	-5.83830351	31.62966662	29.53885918	15.32908623	21.70758498	26.51748689	92.33954421	29.63564044	32.65538179	28.76335593	12.04353433	13.92211126	11.11839964	30.18604107	220.4934726	89.23798042	82.07094452	46.85461538																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44070	PED to COL	COL to PED	shoot to root		FN		-P	True					1.28287E-07	-6.529080543	46.7080429	60.12350181	60.00245054	62.02415601	70.27963557	233.7198387	106.4751648	108.2690883	59.49464313	141.6036981	65.14929689	107.5259849	102.4347816	411.7533819	287.6428511	240.8271859	215.8972665																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44180		COL to PED	shoot to root		FN			True					3.23576E-15	-5.073248982	25.64918863	19.73145463	2.629867906	6.70589817	24.32957441	18.29912788	26.68053891	21.87708074	23.64770126	15.38026685	22.77934001	15.91458789	9.061487854	3.995898491	5.028690723	5.453990332	7.034350386																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44240	PED to COL	COL to PED	shoot to root		FN		-P	True					1.11533E-10	-3.899609219	15.07857114	14.73488534	0.455738982	3.017718524	15.13948277	12.27875737	21.55251989	39.94967971	11.55343318	11.50230812	12.5516137	25.86061219	6.705028627	4.400460161	4.361265708	4.882742921	6.797254762																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44350		COL to PED	shoot to root		FN			True					6.78309E-13	-6.337753062	12.03190502	3.626787519	1.045711141	19.1710806	15.32081058	8.341988968	20.65646619	39.41080659	45.87835273	1.86510541	3.526113406	4.898680562	67.33253014	13.08714744	16.1296219	15.4217455	5.024105251																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44460	PED to COL			root to shoot	FN				True				2.27418E-07	-2.321928095	19.62467246	0.516745451	0	21.31132892	16.12507049	0.397152626	7.578379937	16.198943	14.44348925	1.69684074	0.091687874	0.480085366	31.17004239	2.288108109	0.483358915	0.229755029	0.59588475																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44480	PED to COL			root to shoot	FN				True				1.84728E-09	-4.529820947	64.00211854	13.94804036	2.341131739	61.46613237	83.66622769	8.653748268	88.94185377	86.9300828	58.4206562	9.165206998	3.761672173	5.381520813	88.17562211	13.99727135	3.828748276	9.099596029	13.41211448																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44530		COL to PED	shoot to root		FN			True					7.10196E-13	-4.596935142	11.9187716	21.87509529	13.49776655	12.78918543	24.30072418	19.18477033	12.99083747	15.51136209	16.86006426	7.963237162	19.23468807	12.83926974	8.66908503	6.683026455	18.69029435	17.79244127	16.53699074																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44580	PED to COL	COL to PED	shoot to root	root to shoot	FN	-N	-P	True	True				0.000491916	-5.675306399	3.748793689	279.9976989	315.3201417	0.605368063	1.579505464	189.128701	8.461944511	2.370778986	0.382198897	188.0946785	389.2020107	314.4424754	1.843719147	436.1916774	210.3514797	203.3403941	168.8900581																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G44585		COL to PED	shoot to root		FN			True					2.32316E-08	-7.790511412	169.5147033	6.637160831	4.990607659	57.61100129	118.392705	2.328217547	13.95918506	11.00135399	52.93139505	31.8359316	0.38014166	2.751613045	153.2638758	6.723011727	8.489433044	5.352059354	13.84944125																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45060		COL to PED	shoot to root		FN			True					1.40859E-14	-5.080064389	22.57999048	51.33902151	14.44410644	9.461227454	22.38750008	47.59846129	24.53723589	15.75233803	27.89256029	31.29187772	42.32761505	30.65429825	18.16467231	27.96951356	25.92512655	22.55666526	21.51408044																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45110	PED to COL	COL to PED	shoot to root	root to shoot	FN			True	True				3.0646E-08	-5.805099974	25.76534382	56.01922305	14.99963928	6.890545314	23.20179083	157.9136885	94.27403783	158.3469433	11.41524617	34.18987911	32.59260668	48.36796393	14.37174384	195.7698908	152.6142434	132.3661402	107.7482445																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45130	PED to COL	COL to PED	shoot to root	root to shoot	FN			True	True	True			7.8466E-09	-7.917594368	126.3071286	69.2860438	72.47874555	167.7967534	101.589526	71.29195667	103.0697612	101.2513707	122.7433628	78.46232733	62.30762516	62.91072685	181.2756132	110.5027287	112.3144167	127.9221855	131.005339																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45280	PED to COL			root to shoot	FN				True				6.83372E-10	-4.5360529	3.872738276	3.775819599	1.856227734	6.717435033	11.09121076	9.680741965	8.746843539	11.37381587	8.857331206	12.22943534	8.690761365	12.03374999	21.72704702	8.922845958	21.03780906	11.19896046	17.79204205																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45380	PED to COL	COL to PED	shoot to root		FN	-N		True					2.06132E-09	-8.101908176	51.16749651	67.16743382	33.32716618	26.97462161	49.07318522	57.50169392	367.4761965	10.56762602	46.78525668	74.56704098	79.43656532	36.53562506	68.05053509	85.6427853	37.84248711	32.59705418	22.95187511																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45390	PED to COL	COL to PED	shoot to root	root to shoot	FN	-N		True	True				3.78971E-07	-6.497212201	26.6912954	147.136897	214.5044812	44.29280875	33.45814576	130.2654417	31.14678967	32.88341551	31.36590298	143.5603805	118.3276195	109.1587966	37.34534559	209.5683785	210.4697196	202.5024591	218.5124686																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45510	PED to COL	COL to PED	shoot to root	root to shoot	FN					True			1.77666E-09	-5.967522638	122.1431815	42.93032697	2.252545136	26.2792353	132.3250852	42.2685976	139.0857801	104.8194805	97.88969807	50.064722	29.11885478	26.69710177	48.32661029	18.27558498	13.06645618	10.67397398	9.247156999																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45620	PED to COL			root to shoot	FN				True				5.0635E-09	-5.102238194	11.77558315	11.71021431	2.896040489	9.894323437	13.96647625	10.30066511	14.48770491	11.97892318	16.98103622	12.21840656	10.90624949	9.742200115	17.67754022	10.90332739	15.27011905	12.35414342	17.1543176																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45680		COL to PED	shoot to root		FN			True					0.000732928	2.584962501	0.105266708	41.42487511	141.8548774	0.165738584	0.016898894	38.70413964	0.025816613	0.024933931	0.137659455	49.692481	53.17336284	53.4067613	0.353343352	73.45634597	69.2469649	66.46548108	71.60466628																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G45750	PED to COL	COL to PED	shoot to root	root to shoot	FN			True	True				1.38915E-08	-6.732166815	10.76092914	18.29228418	24.42811981	44.55793939	18.6540219	42.51102332	24.53132387	28.96822028	22.44227483	28.36546858	15.06868798	34.0227047	33.43451982	76.6800605	95.62120975	81.4039475	97.85802843																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46030		COL to PED	shoot to root		FN			True					5.14106E-17	2.584962501	57.0230622	69.61930003	108.3173213	106.1715633	53.65156814	50.69550879	51.24200584	54.75162666	61.96341847	60.23169099	66.56520267	70.7684643	92.22701286	90.84032561	83.0875486	95.54695605	103.9288594																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46110	PED to COL	COL to PED	shoot to root	root to shoot	FN	-N		True	True			True	3.14843E-06	-5.508023909	1.339734617	81.42940591	23.74904851	0.991285427	0.914914786	74.83779019	0.946436142	0.355821103	1.111921134	87.8898536	99.68647371	67.18518919	0.540625158	55.6933842	57.97065606	56.34152765	37.79051858																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46250		COL to PED	shoot to root		FN			True					4.86559E-09	-5.837102265	69.59931889	46.59794392	8.931086544	34.88317174	63.12111074	41.26081384	45.05169204	41.25347984	75.92000936	35.72576336	51.52809514	40.24821799	70.37502978	52.51891609	38.73757109	39.26509066	28.83330088																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46330	PED to COL	COL to PED		root to shoot	FN							True	2.84577E-13	-6.054447627	4.483438186	43.24426703	4.92145573	0.17639649	4.69188154	69.11925298	1.780411646	2.60345606	0.523901387	39.79870948	11.00937299	10.3216075	0.734222688	17.21821305	53.62094853	63.8347749	56.59642051																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46400		COL to PED		root to shoot	FN								1.17787E-30	3.584962501	15.96022372	15.05263269	6.745893716	8.901818153	13.91583583	10.58368146	12.63509609	12.55836518	15.93887115	9.392570653	16.87878452	11.42926026	9.741457182	4.886159853	6.973664852	7.086612647	7.973588694																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46410		COL to PED	shoot to root		FN			True					1.30073E-11	-3.402098444	26.764369	7.940159321	0.570912148	1.90772016	14.69830878	4.493179818	19.56694145	18.82060667	7.851079342	3.200586638	5.78868587	4.918831028	5.070875838	2.976136599	3.177254094	4.136164918	4.2597114																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46420		COL to PED	shoot to root	root to shoot	FN	-N	-P	True					2.94189E-08	-5.296940193	21.8819476	63.44281921	88.67542342	22.20677752	18.26458038	62.40773457	19.40552357	15.12142215	30.18168535	65.86673075	126.3583276	89.47370065	21.57990268	66.99428498	71.64567633	67.01484913	65.21291508																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46430		COL to PED	shoot to root		FN			True					6.4539E-08	-7.10433666	50.45983984	55.17857656	15.91770901	36.49804296	51.40522658	42.47090756	35.97625924	33.32385918	54.240958	46.54881303	24.99043	20.08203633	50.00190667	41.90819414	52.66043833	50.40704023	60.58611141																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46470		COL to PED	shoot to root	root to shoot	FN	-N		True					4.06583E-10	-4.971213908	36.31012179	59.04029495	15.92196157	10.63822502	46.69984004	106.332883	70.09007772	63.50559211	42.95224152	50.82172277	75.006977	70.08297983	21.68206493	56.74323406	57.74226135	58.2010854	46.21200086																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46520		COL to PED	shoot to root	root to shoot	FN	-N	-P	True					7.6791E-10	-3.860953437	14.01482557	11.41311718	3.563832789	0.362213792	18.24736125	36.74593447	40.70456872	26.04762645	2.458272719	20.75192702	33.77794181	23.7662058	1.727104714	19.45812976	17.2298992	15.97245074	17.20313534																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46750		COL to PED	shoot to root		FN			True					2.2171E-08	-7.314696526	47.89203809	41.8797265	45.09195177	57.42887219	50.06525335	44.53252904	48.95106438	47.58431507	59.25403516	53.10133753	42.12930561	37.43938845	74.94869458	51.97065149	51.94273159	49.83668321	58.49634528																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
AT5G46760	PED to COL	COL to PED	shoot to root	root to shoot	FN			True	True				6.31185E-07	-7.274996221	297.9287493	132.9978746	86.34476617	108.0010313	173.8310245	111.9291944	115.2875245	114.6386874	220.4537566	137.1901356	202.4319079	159.4314483	156.4737702	71.20411268	67.42821545	71.81540389	74.065034																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
