WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT4G26795.6	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G26795.7	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07715.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07735.1	93	93	69	78	82.5362072411395	-0.370407213418519	0.391805449163305	-0.945385558596796	0.344462072256875	0.999461769492062	1	299
transcript:AT4G07745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07815.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT4G07845.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07855.1	48	65	60	67	59.0285234137429	0.153016874108292	0.449043458005703	0.340761838036506	0.733282881616909	0.999461769492062	1	1005
transcript:AT4G07855.2	669	740	616	933	727.308737872135	0.0994977679376345	0.223870224765716	0.444443954267525	0.656721640887048	0.999461769492062	1	876
transcript:AT4G07865.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07895.1	9	10	11	15	11.0658887957379	0.421046134975262	0.97212421515006	0.433119686160958	0.664927821739793	0.999461769492062	1	888
transcript:AT4G07905.1	6	7	1	3	4.18850679749068	-1.74653714375878	1.62613179075796	-1.07404403116963	0.282802947515931	1	1	225
transcript:AT4G27852.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G27852.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G27852.3	28	25	30	24	26.67183924907	0.00222306049261591	0.651324151436001	0.00341313996681167	0.997276713604121	0.999461769492062	1	1636
transcript:AT4G27852.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07925.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT4G07955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G07985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G28162.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G28162.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G28162.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08005.1	0	2	0	2	0.923269786264167	0.00699692789249235	3.58025680250816	0.00195430894442841	0.998440688058788	1	1	1646.5
transcript:AT4G08015.1	93	78	93	104	91.3424097263832	0.1650332227619	0.385485395321854	0.428117964427961	0.668565238366253	0.999461769492062	1	895
transcript:AT4G28652.1	449	446	434	516	456.276780573416	0.0522773725976006	0.228310405183704	0.228974989359495	0.818888355339502	0.999461769492062	1	1288
transcript:AT4G08045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08185.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT4G08195.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08225.1	41	102	80	127	84.7315968546279	0.534586688665223	0.447473461713118	1.19467797401571	0.232212871314873	0.999461769492062	1	182
transcript:AT4G08245.1	25	37	34	45	34.522986054493	0.332414939089133	0.574352260651679	0.578764918086966	0.562747805675846	0.999461769492062	1	591
transcript:AT4G08245.2	4	6	10	7	6.6777729354947	0.769378830139173	1.25139469531501	0.614817078112594	0.538675529524976	1	1	560
transcript:AT4G08255.1	24	22	43	27	28.9648499464991	0.591047594167861	0.644628445219625	0.916881032090495	0.35920498443661	0.999461769492062	1	319
transcript:AT4G08265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08285.1	1	9	0	5	3.49791952394454	-1.00566190318214	1.9499983818106	-0.515724480883092	0.606046853898897	1	1	714
transcript:AT4G08295.1	12	3	5	7	6.85988792876755	-0.417913428007106	1.29202613989029	-0.323455861382645	0.746350029874483	1	1	1023
transcript:AT4G08305.1	129	150	138	135	136.489796755525	-0.0497204387327349	0.321181294024153	-0.154804901959813	0.876975126596304	0.999461769492062	1	1394
transcript:AT4G08315.1	4	2	8	2	4.0808365729733	0.721204450168554	1.64282049202929	0.439003806969614	0.660658777845213	1	1	881
transcript:AT4G08355.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08365.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08385.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G31248.1	136	190	161	143	155.392281957889	-0.106346505538207	0.315853121532611	-0.336696072599136	0.736346024300677	0.999461769492062	1	1008
transcript:AT4G08435.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08445.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08475.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G31398.1	10	10	20	8	12.0464062841414	0.48793493280509	0.978446394315448	0.498683357248676	0.618002470933007	0.999461769492062	1	760
transcript:AT4G31398.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08505.1	22	31	28	31	27.5295631498595	0.141270983565294	0.632208773142253	0.223456221373104	0.823180451966155	0.999461769492062	1	1294
transcript:AT4G08515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08525.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT4G08565.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08575.1	120	134	117	139	125.860008860314	-0.0157110346082077	0.329356923427309	-0.0477021537750526	0.961953617594569	0.999461769492062	1	1546
transcript:AT4G08585.1	2	0	0	1	0.773779234296884	-1.14920473318312	3.92624160429168	-0.292698424856725	0.769752673975125	1	1	1115
transcript:AT4G08595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08635.1	0	1	0	3	0.925494507084373	1.52016931914026	3.64893117403462	0.41660673951803	0.676966078958623	1	1	906.5
transcript:AT4G08665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08705.1	33	49	17	27	30.8651389164329	-0.919280375938169	0.615160205209248	-1.49437555965681	0.135077485911176	0.999461769492062	1	95
transcript:AT4G08715.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT4G08725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08775.1	20	26	22	22	22.196419079923	-0.0780446941924462	0.697728853093986	-0.111855334413028	0.910938112249614	0.999461769492062	1	1446
transcript:AT4G08785.1	3	6	0	3	2.88679407884517	-1.63407868871964	2.03896600954461	-0.801425173872613	0.422885546321786	1	1	405
transcript:AT4G08785.2	87	87	104	76	88.1417410310854	0.0328345251396834	0.400632762390624	0.0819566651108507	0.934681173707263	0.999461769492062	1	1488
transcript:AT4G08795.1	440	499	559	442	481.25420843906	0.0807450816040917	0.243712434318572	0.331312933744467	0.740408122771587	0.999461769492062	1	1012
transcript:AT4G08805.1	52	35	56	59	50.3286972618632	0.355433965590494	0.505528071281938	0.703094419048127	0.481996909952115	0.999461769492062	1	469
transcript:AT4G08815.1	431	550	539	367	467.951440056689	-0.114186894854079	0.266306971548597	-0.42877921741993	0.66808390454579	0.999461769492062	1	894
transcript:AT4G08825.1	44	62	63	73	59.4249886170158	0.344603431038241	0.449515761918435	0.766610339907879	0.443313225936887	0.999461769492062	1	432
transcript:AT4G08835.1	1	1	0	0	0.500629799816308	-2.47140783949348	4.60873147808559	-0.536244702310162	0.591789442464684	1	1	644
transcript:AT4G08845.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08865.1	2	1	0	0	0.771554513476678	-3.09158554764404	3.85117763548531	-0.802763684322872	0.422111336012189	1	1	402.5
transcript:AT4G08885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G34071.1	0	3	0	0	0.689115258467815	-2.94320124550269	4.41415841640283	-0.666763846663472	0.504922989192822	1	1	514.5
transcript:AT4G08925.1	72	117	86	88	89.0859777474195	-0.122568048680229	0.388743805413622	-0.315292609099758	0.752539496132837	0.999461769492062	1	1031
transcript:AT4G08935.1	59	90	68	56	67.2739624732355	-0.264199222680255	0.438664246700852	-0.602281185820978	0.546986982286457	0.999461769492062	1	566
transcript:AT4G08955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08965.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G08975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G34332.1	0	0	0	3	0.695789420928435	2.92893199623384	4.39762083718634	0.666026495842195	0.505394164941635	1	1	519
transcript:AT4G08985.1	173	171	83	44	117.870836498062	-1.44601909491783	0.398796456531374	-3.6259577316582	0.000287892446835834	0.0348812922447069	0.15393007123688	7
transcript:AT4G09005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09015.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09025.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09105.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT4G09115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09125.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09145.1	3	3	4	7	4.16233201431577	0.830458950006669	1.56394657634002	0.531002121536738	0.595417309008368	1	1	653
transcript:AT4G09155.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09165.1	20	23	9	12	15.8179703620838	-1.06255041609702	0.830484359440953	-1.27943459020984	0.200744059589909	0.999461769492062	1	146
transcript:AT4G09175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09185.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09225.1	297	329	276	366	312.472366312037	0.00478231122540339	0.249769306290102	0.0191469131913624	0.984723906963475	0.999461769492062	1	1591
transcript:AT4G09235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09240.1	1	3	3	2	2.20160006060585	0.355008123330659	2.11030574128128	0.168225919299785	0.86640555086113	1	1	1373
transcript:AT4G36032.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G36032.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G36052.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G36052.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09265.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT4G09275.1	2	0	2	0	1.06031641033765	-0.0572618973184892	3.39587047218099	-0.0168622147951694	0.986546536703831	1	1	1599
transcript:AT4G09285.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09295.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09305.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09325.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09335.1	0	1	1	0	0.488938577664396	0.0647237220539175	4.75616573727878	0.0136083823880681	0.989142416911905	1	1	1610
transcript:AT4G09375.1	72	92	114	111	95.9362739162092	0.442674593445848	0.369031807011911	1.19955674561017	0.230311533871645	0.999461769492062	1	180
transcript:AT4G09385.1	11	12	4	0	6.77356685016916	-2.49987682034627	1.44985394118831	-1.72422666127138	0.0846669328585984	1	1	62
transcript:AT4G36808.1	1690	2060	1615	1994	1812.18536746385	-0.0794379667011425	0.181873829419303	-0.436775136669067	0.662274432147178	0.999461769492062	1	884
transcript:AT4G09395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09445.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT4G37225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37225.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37432.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37432.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37553.1	172	242	159	191	187.704399881609	-0.257810392874649	0.290750210446369	-0.886707502219348	0.375236398196248	0.999461769492062	1	330
transcript:AT4G37553.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37553.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37553.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09525.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT4G09555.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT4G09575.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09605.1	2	0	0	1	0.773779234296884	-1.14920473318312	3.92624160429168	-0.292698424856725	0.769752673975125	1	1	1115
transcript:AT4G09635.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09655.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G37895.1	76	68	79	62	71.069317958481	-0.0545458987059166	0.433194319016332	-0.125915544852425	0.899798777601087	0.999461769492062	1	1425
transcript:AT4G09675.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09685.1	86	87	92	105	91.4859788216317	0.156938783498319	0.374997363382221	0.418506365172379	0.675576933710284	0.999461769492062	1	902
transcript:AT4G38215.1	83	81	97	86	86.1844752887105	0.134432820974992	0.391471042854956	0.343404252826948	0.731294360554113	0.999461769492062	1	1001
transcript:AT4G09695.1	1352	1500	1800	1565	1540.43827473562	0.222682060756988	0.200200315284703	1.11229625408089	0.266010793947378	0.999461769492062	1	209
transcript:AT4G09705.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT4G38545.1	0	0	2	1	0.75039678999306	3.02840121544582	3.89196321084486	0.77811660886394	0.436500272162225	1	1	417
transcript:AT4G38545.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G38545.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G38552.1	2203	2907	2299	2751	2498.61652561843	-0.0354187428236412	0.179608114440173	-0.197200126141512	0.843670931906577	0.999461769492062	1	1338
transcript:AT4G09715.1	1	5	3	0	2.19715061896543	-0.897342627409929	2.32379733224335	-0.386153566388533	0.699382940310966	1	1	950
transcript:AT4G09725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09755.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G38932.1	665	606	838	802	722.6115878736	0.337122452650852	0.222713289414232	1.51370604573051	0.130100410913986	0.999461769492062	1	89
transcript:AT4G09785.1	94	110	92	94	96.3853656357637	-0.152850618093452	0.365424518785574	-0.418282327090217	0.675740709405286	0.999461769492062	1	903
transcript:AT4G09815.1	279	313	289	307	293.606616865672	-0.0133031281585783	0.248475912661617	-0.0535389045001514	0.957302533775381	0.999461769492062	1	1538
transcript:AT4G09825.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09865.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09895.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G39838.1	882	1040	936	1085	972.135275671655	0.04887586116197	0.19201245714235	0.254545261746927	0.799074341453726	0.999461769492062	1	1248
transcript:AT4G09935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09945.1	4	2	0	8	3.39854748276252	0.286428900111512	1.93262152713759	0.148207445736022	0.882179055866508	1	1	1401
transcript:AT4G09955.1	31	24	27	39	29.956154934012	0.212222282966605	0.622248773011358	0.341056972984551	0.733060691869358	0.999461769492062	1	1004
transcript:AT4G09975.1	172	290	210	238	222.851853011904	-0.0485274598515702	0.289948025646275	-0.16736606411927	0.867082025427039	0.999461769492062	1	1374
transcript:AT4G09985.1	26	28	30	31	28.4426137290501	0.151905517051046	0.621707651751135	0.244335929633777	0.806970658738688	0.999461769492062	1	1266
transcript:AT4G40085.1	27	32	14	19	22.7014652394852	-0.866021350898204	0.697709077169285	-1.24123560841689	0.214518724077384	0.999461769492062	1	161
transcript:AT4G40085.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G40085.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT4G09995.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT5G00730.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT5G00735.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00740.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01175.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01215.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00770.1	0	4	0	1	1.1507501515999	-1.93927979178082	3.36837715426215	-0.5757311913029	0.564796889050434	1	1	595
transcript:AT5G00775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01542.1	138	168	160	104	141.576123526201	-0.214799999136637	0.351684797862151	-0.610774194512759	0.541349079520996	0.999461769492062	1	563
transcript:AT5G00780.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT5G00780.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00780.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01595.1	1137	1087	1591	1202	1248.95094105863	0.309578578830404	0.231255339191377	1.33868727058539	0.180672501998011	0.999461769492062	1	132
transcript:AT5G00785.1	42	40	40	39	39.981643552381	-0.081949070067657	0.536291326642366	-0.152807002456532	0.87855047543054	0.999461769492062	1	1397
transcript:AT5G01732.1	224	318	293	322	284.370164115808	0.170355023835379	0.256373087481118	0.664480915329797	0.506382559729122	0.999461769492062	1	521
transcript:AT5G00790.1	1	3	0	0	0.960039972128184	-3.41689404485524	3.52779876394156	-0.968562628849496	0.332763456853336	1	1	289.5
transcript:AT5G00795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00800.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00810.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT5G00815.1	5	8	4	8	6.08463667939234	-0.141126085480706	1.30095081898431	-0.108479185701184	0.913615590475559	1	1	1453
transcript:AT5G00820.1	111	115	144	133	124.665015229279	0.271515381792169	0.33713914850065	0.805351093160413	0.42061710555097	0.999461769492062	1	400
transcript:AT5G00825.1	0	2	4	0	1.49634413834571	1.13669698303824	2.95765584842601	0.384323613460016	0.700738608399853	1	1	952.5
transcript:AT5G00835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00840.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00845.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00850.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00860.1	4	9	3	13	6.94383259526018	0.26800469606159	1.27884973419515	0.209566995164025	0.834005641630611	1	1	1319
transcript:AT5G00865.1	77	59	69	79	70.6233687002478	0.0776055249234428	0.432597626622833	0.179394245708852	0.857628149356944	0.999461769492062	1	1361
transcript:AT5G00870.1	56	80	44	40	54.2316567628737	-0.701141651894628	0.473626125837176	-1.48036945946615	0.138774675748325	0.999461769492062	1	100
transcript:AT5G00875.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00875.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00880.1	69	83	48	50	61.7990253347216	-0.652181246855484	0.440977718951243	-1.47894376252509	0.139155345786911	0.999461769492062	1	101
transcript:AT5G00895.1	5	2	6	13	6.38452218035435	1.35417462671828	1.33522925029932	1.01418885664369	0.310492644818822	1	1	258
transcript:AT5G00900.1	0	1	0	1	0.461634893132083	-0.0141337005848008	4.86324771804873	-0.00290622674480411	0.997681169814328	1	1	1639.5
transcript:AT5G00905.1	33	25	29	39	31.2461764305056	0.179944901872019	0.609909349175035	0.295035487020183	0.767966770920207	0.999461769492062	1	1109
transcript:AT5G00910.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT5G00920.1	52	69	69	77	65.6834421063457	0.254495770070483	0.42876878082025	0.593550140436118	0.552813037557363	0.999461769492062	1	574
transcript:AT5G00930.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G03668.1	45	60	36	59	48.9901815899699	-0.17291385410238	0.498677461956665	-0.346744874781219	0.728782994087667	0.999461769492062	1	997
transcript:AT5G00935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00940.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00950.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00960.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00965.1	39	57	45	33	42.9784444917363	-0.297443618142902	0.532065944894689	-0.559035249289964	0.576137663720149	0.999461769492062	1	611
transcript:AT5G00970.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G00975.1	10	6	5	9	7.47101337386692	-0.261665289999801	1.19200893861527	-0.219516214621487	0.82624795042995	1	1	1299
transcript:AT5G00980.1	34	27	58	58	43.9009489027698	0.890897759870647	0.52659760926603	1.69179985665407	0.0906841409507757	0.999461769492062	1	64
transcript:AT5G00985.1	19	14	20	21	18.4186365423983	0.270988463630869	0.772446111808841	0.350818600143244	0.725724442113289	0.999461769492062	1	994
transcript:AT5G00990.1	346	342	280	188	288.487271725702	-0.569706173080308	0.295088352292797	-1.93062914430125	0.0535289310380734	0.999461769492062	1	41
transcript:AT5G00995.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01005.1	30	40	38	40	36.4440098124158	0.141767858228546	0.55545442597533	0.255228604902398	0.798546538979433	0.999461769492062	1	1246
transcript:AT5G01045.1	2	12	0	2	3.76217007514429	-2.80281317740285	1.96526815510678	-1.42617340545599	0.153818294207228	1	1	107
transcript:AT5G05435.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G05435.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G05435.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G05435.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G05435.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G05435.6	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01055.1	2	2	0	1	1.23318940660876	-2.04704406185195	3.02166420419331	-0.677455840066931	0.498116779426883	1	1	495.5
transcript:AT5G01065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01095.1	135	142	237	215	180.496204565669	0.686021274551016	0.298860188207609	2.29545888552562	0.0217068400344089	0.721357002998286	1	26
transcript:AT5G01105.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT5G01125.1	5	7	11	6	7.20570641984332	0.511221181673245	1.21120869026856	0.422075225995855	0.672970110076138	1	1	901
transcript:AT5G01155.1	8	6	28	6	12.1957448303123	1.28687585962695	1.0547954837935	1.22002405148607	0.222455757440184	0.999461769492062	1	172
transcript:AT5G01205.1	5	3	1	8	4.15841077408728	0.0674373258500134	1.63791259689644	0.0411727255641084	0.967158197075812	1	1	1553
transcript:AT5G01235.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
